Season,Week,Date,SeasonWeek,StationID,SurveyID,Coyote,Opossum,Raccoon
SU11,week 1,7/16/2011,SU11 week 1,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 1,7/17/2011,SU11 week 1,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 1,7/18/2011,SU11 week 1,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 2,7/19/2011,SU11 week 2,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 2,7/20/2011,SU11 week 2,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 2,7/21/2011,SU11 week 2,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 2,7/22/2011,SU11 week 2,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 2,7/23/2011,SU11 week 2,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 2,7/24/2011,SU11 week 2,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 2,7/25/2011,SU11 week 2,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 3,7/26/2011,SU11 week 3,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 3,7/27/2011,SU11 week 3,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 3,7/28/2011,SU11 week 3,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 3,7/29/2011,SU11 week 3,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 3,7/30/2011,SU11 week 3,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 3,7/31/2011,SU11 week 3,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 3,8/1/2011,SU11 week 3,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 4,8/2/2011,SU11 week 4,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 4,8/3/2011,SU11 week 4,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 4,8/4/2011,SU11 week 4,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 4,8/5/2011,SU11 week 4,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 4,8/6/2011,SU11 week 4,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 4,8/7/2011,SU11 week 4,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 4,8/8/2011,SU11 week 4,D07-PLN1,D07-PLN1-SU11,NA,NA,NA
SU11,week 1,7/12/2011,SU11 week 1,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 1,7/13/2011,SU11 week 1,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 1,7/14/2011,SU11 week 1,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 1,7/15/2011,SU11 week 1,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 1,7/16/2011,SU11 week 1,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 1,7/17/2011,SU11 week 1,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 1,7/18/2011,SU11 week 1,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 2,7/19/2011,SU11 week 2,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 2,7/20/2011,SU11 week 2,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 2,7/21/2011,SU11 week 2,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 2,7/22/2011,SU11 week 2,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 2,7/23/2011,SU11 week 2,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 2,7/24/2011,SU11 week 2,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 2,7/25/2011,SU11 week 2,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 3,7/26/2011,SU11 week 3,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 3,7/27/2011,SU11 week 3,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 3,7/28/2011,SU11 week 3,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 3,7/29/2011,SU11 week 3,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 3,7/30/2011,SU11 week 3,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 3,7/31/2011,SU11 week 3,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 3,8/1/2011,SU11 week 3,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 4,8/2/2011,SU11 week 4,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 4,8/3/2011,SU11 week 4,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 4,8/4/2011,SU11 week 4,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 4,8/5/2011,SU11 week 4,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 4,8/6/2011,SU11 week 4,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 4,8/7/2011,SU11 week 4,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 4,8/8/2011,SU11 week 4,D08-BOR1,D08-BOR1-SU11,NA,NA,NA
SU11,week 1,7/12/2011,SU11 week 1,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 1,7/13/2011,SU11 week 1,D08-CCC1,D08-CCC1-SU11,0,1,1
SU11,week 1,7/14/2011,SU11 week 1,D08-CCC1,D08-CCC1-SU11,0,1,1
SU11,week 1,7/15/2011,SU11 week 1,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 1,7/16/2011,SU11 week 1,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 1,7/17/2011,SU11 week 1,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 1,7/18/2011,SU11 week 1,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 2,7/19/2011,SU11 week 2,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 2,7/20/2011,SU11 week 2,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 2,7/21/2011,SU11 week 2,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 2,7/22/2011,SU11 week 2,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 2,7/23/2011,SU11 week 2,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 2,7/24/2011,SU11 week 2,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 2,7/25/2011,SU11 week 2,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 3,7/26/2011,SU11 week 3,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 3,7/27/2011,SU11 week 3,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 3,7/28/2011,SU11 week 3,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 3,7/29/2011,SU11 week 3,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 3,7/30/2011,SU11 week 3,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 3,7/31/2011,SU11 week 3,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 3,8/1/2011,SU11 week 3,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 4,8/2/2011,SU11 week 4,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 4,8/3/2011,SU11 week 4,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 4,8/4/2011,SU11 week 4,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 4,8/5/2011,SU11 week 4,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 4,8/6/2011,SU11 week 4,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 4,8/7/2011,SU11 week 4,D08-CCC1,D08-CCC1-SU11,0,0,1
SU11,week 4,8/8/2011,SU11 week 4,D08-CCC1,D08-CCC1-SU11,0,0,0
SU11,week 1,7/12/2011,SU11 week 1,D08-DAW0,D08-DAW0-SU11,0,0,1
SU11,week 1,7/13/2011,SU11 week 1,D08-DAW0,D08-DAW0-SU11,0,0,1
SU11,week 1,7/14/2011,SU11 week 1,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 1,7/15/2011,SU11 week 1,D08-DAW0,D08-DAW0-SU11,0,0,1
SU11,week 1,7/16/2011,SU11 week 1,D08-DAW0,D08-DAW0-SU11,1,0,0
SU11,week 1,7/17/2011,SU11 week 1,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 1,7/18/2011,SU11 week 1,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 2,7/19/2011,SU11 week 2,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 2,7/20/2011,SU11 week 2,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 2,7/21/2011,SU11 week 2,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 2,7/22/2011,SU11 week 2,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 2,7/23/2011,SU11 week 2,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 2,7/24/2011,SU11 week 2,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 2,7/25/2011,SU11 week 2,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 3,7/26/2011,SU11 week 3,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 3,7/27/2011,SU11 week 3,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 3,7/28/2011,SU11 week 3,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 3,7/29/2011,SU11 week 3,D08-DAW0,D08-DAW0-SU11,0,0,1
SU11,week 3,7/30/2011,SU11 week 3,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 3,7/31/2011,SU11 week 3,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 3,8/1/2011,SU11 week 3,D08-DAW0,D08-DAW0-SU11,0,0,1
SU11,week 4,8/2/2011,SU11 week 4,D08-DAW0,D08-DAW0-SU11,1,0,0
SU11,week 4,8/3/2011,SU11 week 4,D08-DAW0,D08-DAW0-SU11,1,0,0
SU11,week 4,8/4/2011,SU11 week 4,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 4,8/5/2011,SU11 week 4,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 4,8/6/2011,SU11 week 4,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 4,8/7/2011,SU11 week 4,D08-DAW0,D08-DAW0-SU11,0,0,0
SU11,week 4,8/8/2011,SU11 week 4,D08-DAW0,D08-DAW0-SU11,0,0,1
SU11,week 1,7/12/2011,SU11 week 1,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 1,7/13/2011,SU11 week 1,D08-DAW2,D08-DAW2-SU11,1,0,1
SU11,week 1,7/14/2011,SU11 week 1,D08-DAW2,D08-DAW2-SU11,0,0,1
SU11,week 1,7/15/2011,SU11 week 1,D08-DAW2,D08-DAW2-SU11,0,0,1
SU11,week 1,7/16/2011,SU11 week 1,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 1,7/17/2011,SU11 week 1,D08-DAW2,D08-DAW2-SU11,0,0,1
SU11,week 1,7/18/2011,SU11 week 1,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 2,7/19/2011,SU11 week 2,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 2,7/20/2011,SU11 week 2,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 2,7/21/2011,SU11 week 2,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 2,7/22/2011,SU11 week 2,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 2,7/23/2011,SU11 week 2,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 2,7/24/2011,SU11 week 2,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 2,7/25/2011,SU11 week 2,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 3,7/26/2011,SU11 week 3,D08-DAW2,D08-DAW2-SU11,1,0,0
SU11,week 3,7/27/2011,SU11 week 3,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 3,7/28/2011,SU11 week 3,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 3,7/29/2011,SU11 week 3,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 3,7/30/2011,SU11 week 3,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 3,7/31/2011,SU11 week 3,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 3,8/1/2011,SU11 week 3,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 4,8/2/2011,SU11 week 4,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 4,8/3/2011,SU11 week 4,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 4,8/4/2011,SU11 week 4,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 4,8/5/2011,SU11 week 4,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 4,8/6/2011,SU11 week 4,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 4,8/7/2011,SU11 week 4,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 4,8/8/2011,SU11 week 4,D08-DAW2,D08-DAW2-SU11,0,0,0
SU11,week 1,7/12/2011,SU11 week 1,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 1,7/13/2011,SU11 week 1,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 1,7/14/2011,SU11 week 1,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 1,7/15/2011,SU11 week 1,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 1,7/16/2011,SU11 week 1,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 1,7/17/2011,SU11 week 1,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 1,7/18/2011,SU11 week 1,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 2,7/19/2011,SU11 week 2,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 2,7/20/2011,SU11 week 2,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 2,7/21/2011,SU11 week 2,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 2,7/22/2011,SU11 week 2,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 2,7/23/2011,SU11 week 2,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 2,7/24/2011,SU11 week 2,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 2,7/25/2011,SU11 week 2,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 3,7/26/2011,SU11 week 3,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 3,7/27/2011,SU11 week 3,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 3,7/28/2011,SU11 week 3,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 3,7/29/2011,SU11 week 3,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 3,7/30/2011,SU11 week 3,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 3,7/31/2011,SU11 week 3,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 3,8/1/2011,SU11 week 3,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 4,8/2/2011,SU11 week 4,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 4,8/3/2011,SU11 week 4,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 4,8/4/2011,SU11 week 4,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 4,8/5/2011,SU11 week 4,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 4,8/6/2011,SU11 week 4,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 4,8/7/2011,SU11 week 4,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 4,8/8/2011,SU11 week 4,D09-BON0,D09-BON0-SU11,NA,NA,NA
SU11,week 1,7/12/2011,SU11 week 1,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 1,7/13/2011,SU11 week 1,D09-CLG0,D09-CLG0-SU11,0,0,1
SU11,week 1,7/14/2011,SU11 week 1,D09-CLG0,D09-CLG0-SU11,1,0,0
SU11,week 1,7/15/2011,SU11 week 1,D09-CLG0,D09-CLG0-SU11,0,0,1
SU11,week 1,7/16/2011,SU11 week 1,D09-CLG0,D09-CLG0-SU11,0,0,1
SU11,week 1,7/17/2011,SU11 week 1,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 1,7/18/2011,SU11 week 1,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 2,7/19/2011,SU11 week 2,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 2,7/20/2011,SU11 week 2,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 2,7/21/2011,SU11 week 2,D09-CLG0,D09-CLG0-SU11,1,0,0
SU11,week 2,7/22/2011,SU11 week 2,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 2,7/23/2011,SU11 week 2,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 2,7/24/2011,SU11 week 2,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 2,7/25/2011,SU11 week 2,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 3,7/26/2011,SU11 week 3,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 3,7/27/2011,SU11 week 3,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 3,7/28/2011,SU11 week 3,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 3,7/29/2011,SU11 week 3,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 3,7/30/2011,SU11 week 3,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 3,7/31/2011,SU11 week 3,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 3,8/1/2011,SU11 week 3,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 4,8/2/2011,SU11 week 4,D09-CLG0,D09-CLG0-SU11,1,0,0
SU11,week 4,8/3/2011,SU11 week 4,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 4,8/4/2011,SU11 week 4,D09-CLG0,D09-CLG0-SU11,1,0,0
SU11,week 4,8/5/2011,SU11 week 4,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 4,8/6/2011,SU11 week 4,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 4,8/7/2011,SU11 week 4,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 4,8/8/2011,SU11 week 4,D09-CLG0,D09-CLG0-SU11,0,0,0
SU11,week 1,7/12/2011,SU11 week 1,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 1,7/13/2011,SU11 week 1,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 1,7/14/2011,SU11 week 1,D09-RYW1,D09-RYW1-SU11,0,0,1
SU11,week 1,7/15/2011,SU11 week 1,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 1,7/16/2011,SU11 week 1,D09-RYW1,D09-RYW1-SU11,0,0,1
SU11,week 1,7/17/2011,SU11 week 1,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 1,7/18/2011,SU11 week 1,D09-RYW1,D09-RYW1-SU11,0,0,1
SU11,week 2,7/19/2011,SU11 week 2,D09-RYW1,D09-RYW1-SU11,0,0,1
SU11,week 2,7/20/2011,SU11 week 2,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 2,7/21/2011,SU11 week 2,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 2,7/22/2011,SU11 week 2,D09-RYW1,D09-RYW1-SU11,0,0,1
SU11,week 2,7/23/2011,SU11 week 2,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 2,7/24/2011,SU11 week 2,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 2,7/25/2011,SU11 week 2,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 3,7/26/2011,SU11 week 3,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 3,7/27/2011,SU11 week 3,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 3,7/28/2011,SU11 week 3,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 3,7/29/2011,SU11 week 3,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 3,7/30/2011,SU11 week 3,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 3,7/31/2011,SU11 week 3,D09-RYW1,D09-RYW1-SU11,0,0,1
SU11,week 3,8/1/2011,SU11 week 3,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 4,8/2/2011,SU11 week 4,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 4,8/3/2011,SU11 week 4,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 4,8/4/2011,SU11 week 4,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 4,8/5/2011,SU11 week 4,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 4,8/6/2011,SU11 week 4,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 4,8/7/2011,SU11 week 4,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 4,8/8/2011,SU11 week 4,D09-RYW1,D09-RYW1-SU11,0,0,0
SU11,week 1,7/12/2011,SU11 week 1,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 1,7/13/2011,SU11 week 1,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 1,7/14/2011,SU11 week 1,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 1,7/15/2011,SU11 week 1,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 1,7/16/2011,SU11 week 1,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 1,7/17/2011,SU11 week 1,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 1,7/18/2011,SU11 week 1,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 2,7/19/2011,SU11 week 2,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 2,7/20/2011,SU11 week 2,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 2,7/21/2011,SU11 week 2,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 2,7/22/2011,SU11 week 2,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 2,7/23/2011,SU11 week 2,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 2,7/24/2011,SU11 week 2,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 2,7/25/2011,SU11 week 2,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 3,7/26/2011,SU11 week 3,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 3,7/27/2011,SU11 week 3,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 3,7/28/2011,SU11 week 3,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 3,7/29/2011,SU11 week 3,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 3,7/30/2011,SU11 week 3,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 3,7/31/2011,SU11 week 3,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 3,8/1/2011,SU11 week 3,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 4,8/2/2011,SU11 week 4,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 4,8/3/2011,SU11 week 4,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 4,8/4/2011,SU11 week 4,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 4,8/5/2011,SU11 week 4,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 4,8/6/2011,SU11 week 4,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 4,8/7/2011,SU11 week 4,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 4,8/8/2011,SU11 week 4,D09-VTC1,D09-VTC1-SU11,0,0,0
SU11,week 1,7/12/2011,SU11 week 1,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 1,7/13/2011,SU11 week 1,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 1,7/14/2011,SU11 week 1,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 1,7/15/2011,SU11 week 1,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 1,7/16/2011,SU11 week 1,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 1,7/17/2011,SU11 week 1,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 1,7/18/2011,SU11 week 1,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 2,7/19/2011,SU11 week 2,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 2,7/20/2011,SU11 week 2,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 2,7/21/2011,SU11 week 2,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 2,7/22/2011,SU11 week 2,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 2,7/23/2011,SU11 week 2,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 2,7/24/2011,SU11 week 2,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 2,7/25/2011,SU11 week 2,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 3,7/26/2011,SU11 week 3,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 3,7/27/2011,SU11 week 3,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 3,7/28/2011,SU11 week 3,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 3,7/29/2011,SU11 week 3,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 3,7/30/2011,SU11 week 3,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 3,7/31/2011,SU11 week 3,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 3,8/1/2011,SU11 week 3,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 4,8/2/2011,SU11 week 4,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 4,8/3/2011,SU11 week 4,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 4,8/4/2011,SU11 week 4,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 4,8/5/2011,SU11 week 4,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 4,8/6/2011,SU11 week 4,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 4,8/7/2011,SU11 week 4,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 4,8/8/2011,SU11 week 4,D10-CAN0,D10-CAN0-SU11,0,0,0
SU11,week 1,7/12/2011,SU11 week 1,D10-KEM1,D10-KEM1-SU11,NA,NA,NA
SU11,week 1,7/13/2011,SU11 week 1,D10-KEM1,D10-KEM1-SU11,NA,NA,NA
SU11,week 1,7/14/2011,SU11 week 1,D10-KEM1,D10-KEM1-SU11,NA,NA,NA
SU11,week 1,7/15/2011,SU11 week 1,D10-KEM1,D10-KEM1-SU11,NA,NA,NA
